"No.","Time","Source","Destination","Protocol","Length","Info"
"1604","43.404086","104.18.0.181","10.40.3.139","TCP","60","443  >  58395 [ACK] Seq=1 Ack=71 Win=11 Len=0"
"1605","43.517062","10.40.3.139","104.18.32.47","TLSv1.2","93","Application Data"
"1606","43.524093","104.18.32.47","10.40.3.139","TCP","60","443  >  62646 [ACK] Seq=1 Ack=40 Win=12 Len=0"
"1607","43.524093","104.18.32.47","10.40.3.139","TLSv1.2","93","Application Data"
"1608","43.579108","10.40.3.139","104.18.32.47","TCP","54","62646  >  443 [ACK] Seq=40 Ack=40 Win=513 Len=0"
"1609","43.828296","10.40.3.139","172.217.192.84","TLSv1.2","93","Application Data"
"1610","43.828758","10.40.3.139","172.217.192.84","TLSv1.2","78","Application Data"
"1611","43.828817","10.40.3.139","172.217.192.84","TCP","54","62644  >  443 [FIN, ACK] Seq=64 Ack=1 Win=512 Len=0"
"1612","43.895661","172.217.192.84","10.40.3.139","TCP","60","443  >  62644 [ACK] Seq=1 Ack=65 Win=1030 Len=0"
"1613","43.895661","172.217.192.84","10.40.3.139","TCP","60","443  >  62644 [FIN, ACK] Seq=1 Ack=65 Win=1030 Len=0"
"1614","43.895743","10.40.3.139","172.217.192.84","TCP","54","62644  >  443 [ACK] Seq=65 Ack=2 Win=512 Len=0"
"1615","44.247658","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.136? Tell 10.40.3.139"
"1616","45.242136","10.40.2.133","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"1617","45.242136","10.40.15.149","224.0.0.251","MDNS","102","Standard query response 0x0000 NSEC, cache flush iPad (7)._rdlink._tcp.local"
"1618","45.746118","Intel_90:37:ec","VMware_64:bc:04","ARP","42","Who has 10.40.0.2? Tell 10.40.3.139"
"1619","45.750815","VMware_64:bc:04","Intel_90:37:ec","ARP","60","10.40.0.2 is at 00:0c:29:64:bc:04"
"1620","46.266381","10.40.4.47","224.0.0.251","MDNS","119","Standard query 0x001d PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"1621","46.266381","10.40.17.239","224.0.0.251","MDNS","60","Standard query response 0x0000"
"1622","47.913436","10.40.2.68","224.0.0.251","MDNS","85","Standard query 0x0822 PTR 254.63.40.10.in-addr.arpa, ""QM"" question"
"1623","48.729197","10.40.30.32","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"1624","48.729197","10.40.30.32","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1625","48.729197","10.40.1.94","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"1626","49.751094","10.40.5.37","10.40.63.255","NBNS","92","Name query NB CAT2K8FS02<00>"
"1627","49.751094","10.40.3.144","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"1628","49.853956","10.40.3.139","172.217.28.138","TLSv1.2","93","Application Data"
"1629","49.854347","10.40.3.139","172.217.28.138","TLSv1.2","78","Application Data"
"1630","49.854407","10.40.3.139","172.217.28.138","TCP","54","62648  >  443 [FIN, ACK] Seq=64 Ack=1 Win=512 Len=0"
"1631","49.871533","172.217.28.138","10.40.3.139","TCP","60","443  >  62648 [ACK] Seq=1 Ack=65 Win=1030 Len=0"
"1632","49.871533","172.217.28.138","10.40.3.139","TCP","60","443  >  62648 [FIN, ACK] Seq=1 Ack=65 Win=1030 Len=0"
"1633","49.871580","10.40.3.139","172.217.28.138","TCP","54","62648  >  443 [ACK] Seq=65 Ack=2 Win=512 Len=0"
"1634","49.964987","10.40.26.175","224.0.0.251","MDNS","75","Standard query 0x47a0 PTR Android-2.local, ""QM"" question"
"1635","50.020571","10.40.3.139","172.217.28.206","TLSv1.3","436","Application Data"
"1636","50.040830","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=2424832 Ack=27227 Win=249344 Len=0"
"1637","50.040830","172.217.28.206","10.40.3.139","TLSv1.3","133","Application Data"
"1638","50.041100","10.40.3.139","172.217.28.206","TLSv1.3","93","Application Data"
"1639","50.062440","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=2424911 Ack=27266 Win=249344 Len=0"
"1640","50.072568","10.40.3.139","35.186.224.9","TCP","54","62741  >  443 [FIN, ACK] Seq=4800 Ack=1467 Win=131072 Len=0"
"1641","50.089155","35.186.224.9","10.40.3.139","TCP","60","443  >  62741 [FIN, ACK] Seq=1467 Ack=4801 Win=265472 Len=0"
"1642","50.089217","10.40.3.139","35.186.224.9","TCP","54","62741  >  443 [ACK] Seq=4801 Ack=1468 Win=131072 Len=0"
"1643","50.226182","10.40.3.139","10.40.63.255","UDP","86","57621  >  57621 Len=44"
"1644","50.812217","10.40.3.139","10.40.0.2","DNS","83","Standard query 0x67dd A ctldl.windowsupdate.com"
"1645","50.815853","10.40.0.2","10.40.3.139","DNS","389","Standard query response 0x67dd A ctldl.windowsupdate.com CNAME ctldl.windowsupdate.com.delivery.microsoft.com CNAME wu-b-net.trafficmanager.net CNAME edge.ds-c7110-microsoft.global.dns.qwilted-cds.cqloud.com A 189.125.184.239 A 189.125.184.233 A 189.125.184.235 A 189.125.184.237 NS ns2.qdr.qwilted-cds.cqloud.com NS ns1.qdr.qwilted-cds.cqloud.com NS ns4.qdr.qwilted-cds.cqloud.com NS ns3.qdr.qwilted-cds.cqloud.com"
"1646","50.815853","162.159.133.234","10.40.3.139","TLSv1.2","154","Application Data"
"1647","50.821591","10.40.3.139","189.125.184.239","TCP","66","62745  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1648","50.866440","10.40.3.139","162.159.133.234","TCP","54","58290  >  443 [ACK] Seq=55 Ack=2496 Win=508 Len=0"
"1649","50.996664","10.40.3.139","172.217.29.142","TCP","66","62746  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1650","51.016250","172.217.29.142","10.40.3.139","TCP","66","443  >  62746 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1651","51.016318","10.40.3.139","172.217.29.142","TCP","54","62746  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1652","51.017149","10.40.3.139","172.217.29.142","TLSv1.3","2530","Client Hello (SNI=accounts.youtube.com)"
"1653","51.017492","10.40.3.139","172.217.29.142","TLSv1.3","60","Change Cipher Spec"
"1654","51.017536","10.40.3.139","172.217.29.142","TLSv1.3","1954","Application Data"
"1655","51.020121","172.217.29.142","10.40.3.139","TCP","60","443  >  62746 [ACK] Seq=1 Ack=1413 Win=994048 Len=0"
"1656","51.020121","172.217.29.142","10.40.3.139","TCP","66","443  >  62746 [ACK] Seq=1 Ack=2483 Win=994048 Len=0 SLE=1 SRE=2477"
"1657","51.020121","172.217.29.142","10.40.3.139","TCP","60","443  >  62746 [ACK] Seq=1 Ack=3895 Win=994048 Len=0"
"1658","51.020121","172.217.29.142","10.40.3.139","TCP","60","443  >  62746 [ACK] Seq=1 Ack=4383 Win=994048 Len=0"
"1659","51.034872","10.40.3.139","172.217.28.206","TLSv1.3","893","Application Data"
"1660","51.034960","10.40.3.139","172.217.28.206","TLSv1.3","2512","Application Data"
"1661","51.048126","189.125.184.239","10.40.3.139","TCP","66","80  >  62745 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8"
"1662","51.048230","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1663","51.048355","10.40.3.139","189.125.184.239","HTTP","341","GET /msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?050a1e8799ed0780 HTTP/1.1 "
"1664","51.051208","189.125.184.239","10.40.3.139","TCP","4434","80  >  62745 [PSH, ACK] Seq=1 Ack=288 Win=524280 Len=4380 [TCP PDU reassembled in 1674]"
"1665","51.051208","189.125.184.239","10.40.3.139","TCP","471","[TCP Previous segment not captured] 80  >  62745 [FIN, PSH, ACK] Seq=35041 Ack=288 Win=524280 Len=417 [TCP PDU reassembled in 1674]"
"1666","51.051208","189.125.184.239","10.40.3.139","TCP","17574","[TCP Out-Of-Order] 80  >  62745 [PSH, ACK] Seq=4381 Ack=288 Win=524280 Len=17520 [TCP PDU reassembled in 1674]"
"1667","51.051301","10.40.3.139","189.125.184.239","TCP","66","62745  >  80 [ACK] Seq=288 Ack=4381 Win=131328 Len=0 SLE=35041 SRE=35458"
"1668","51.051366","10.40.3.139","189.125.184.239","TCP","66","62745  >  80 [ACK] Seq=288 Ack=21901 Win=131328 Len=0 SLE=35041 SRE=35458"
"1669","51.051424","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST, ACK] Seq=288 Ack=21901 Win=0 Len=0"
"1670","51.054910","189.125.184.239","10.40.3.139","TCP","1514","[TCP Out-Of-Order] 80  >  62745 [PSH, ACK] Seq=21901 Ack=288 Win=524280 Len=1460 [TCP PDU reassembled in 1674]"
"1671","51.054910","189.125.184.239","10.40.3.139","TCP","1514","[TCP Out-Of-Order] 80  >  62745 [PSH, ACK] Seq=23361 Ack=288 Win=524280 Len=1460 [TCP PDU reassembled in 1674]"
"1672","51.054910","189.125.184.239","10.40.3.139","TCP","1514","[TCP Out-Of-Order] 80  >  62745 [PSH, ACK] Seq=24821 Ack=288 Win=524280 Len=1460 [TCP PDU reassembled in 1674]"
"1673","51.054910","189.125.184.239","10.40.3.139","TCP","1514","[TCP Out-Of-Order] 80  >  62745 [PSH, ACK] Seq=26281 Ack=288 Win=524280 Len=1460 [TCP PDU reassembled in 1674]"
"1674","51.054910","189.125.184.239","10.40.3.139","TCP","7354","[TCP Out-Of-Order] 80  >  62745 [PSH, ACK] Seq=27741 Ack=288 Win=524280 Len=7300"
"1675","51.054910","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=2424911 Ack=28105 Win=248576 Len=0"
"1676","51.054910","172.217.28.206","10.40.3.139","TCP","66","[TCP Dup ACK 1675#1] 443  >  62706 [ACK] Seq=2424911 Ack=28105 Win=248576 Len=0 SLE=29517 SRE=30563"
"1677","51.054910","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=2424911 Ack=30563 Win=246272 Len=0"
"1678","51.054967","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1679","51.055028","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1680","51.055055","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1681","51.055075","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1682","51.055093","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1683","51.063064","10.40.3.139","189.125.184.239","TCP","66","62747  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1684","51.070380","10.40.2.133","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"1685","51.096774","172.217.29.142","10.40.3.139","TLSv1.3","1466","Server Hello, Change Cipher Spec, Application Data"
"1686","51.096774","172.217.29.142","10.40.3.139","TLSv1.3","500","Application Data"
"1687","51.096774","172.217.29.142","10.40.3.139","TLSv1.3","116","Application Data"
"1688","51.096774","172.217.29.142","10.40.3.139","TLSv1.3","85","Application Data"
"1689","51.096839","10.40.3.139","172.217.29.142","TCP","54","62746  >  443 [ACK] Seq=4383 Ack=1952 Win=131072 Len=0"
"1690","51.097505","10.40.3.139","172.217.29.142","TLSv1.3","138","Application Data, Application Data"
"1691","51.099081","10.40.3.139","172.217.29.142","TLSv1.3","85","Application Data"
"1692","51.111444","10.40.3.139","172.217.28.206","TLSv1.3","1483","Application Data"
"1693","51.120780","172.217.29.142","10.40.3.139","TCP","60","443  >  62746 [ACK] Seq=1952 Ack=4467 Win=265728 Len=0"
"1694","51.120780","172.217.29.142","10.40.3.139","TCP","60","443  >  62746 [ACK] Seq=1952 Ack=4498 Win=265728 Len=0"
"1695","51.124933","172.217.28.206","10.40.3.139","TLSv1.3","126","Application Data"
"1696","51.124933","172.217.28.206","10.40.3.139","TLSv1.3","1296","Application Data"
"1697","51.124933","172.217.28.206","10.40.3.139","TLSv1.3","85","Application Data"
"1698","51.124933","172.217.28.206","10.40.3.139","TLSv1.3","93","Application Data"
"1699","51.124994","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=31992 Ack=2426295 Win=1049088 Len=0"
"1700","51.125332","10.40.3.139","172.217.28.206","TLSv1.3","93","Application Data"
"1701","51.130265","172.217.28.206","10.40.3.139","TCP","66","[TCP Dup ACK 1677#1] 443  >  62706 [ACK] Seq=2426295 Ack=30563 Win=246272 Len=0 SLE=31975 SRE=31992"
"1702","51.130265","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=2426295 Ack=31992 Win=244992 Len=0"
"1703","51.130265","172.217.28.206","10.40.3.139","TLSv1.3","114","Application Data"
"1704","51.130323","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=32031 Ack=2426355 Win=1050368 Len=0"
"1705","51.146180","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=2426355 Ack=32031 Win=244992 Len=0"
"1706","51.394769","172.217.29.142","10.40.3.139","TLSv1.3","1466","Application Data"
"1707","51.394769","172.217.29.142","10.40.3.139","TLSv1.3","483","Application Data"
"1708","51.394769","172.217.29.142","10.40.3.139","TLSv1.3","411","Application Data"
"1709","51.394769","172.217.29.142","10.40.3.139","TLSv1.3","185","Application Data"
"1710","51.394769","172.217.29.142","10.40.3.139","TLSv1.3","85","Application Data"
"1711","51.394769","172.217.29.142","10.40.3.139","TLSv1.3","93","Application Data"
"1712","51.394769","189.125.184.239","10.40.3.139","TCP","66","80  >  62747 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8"
"1713","51.394769","172.217.29.142","10.40.3.139","TCP","93","[TCP Retransmission] 443  >  62746 [PSH, ACK] Seq=4312 Ack=4498 Win=265728 Len=39"
"1714","51.394849","10.40.3.139","172.217.29.142","TCP","54","62746  >  443 [ACK] Seq=4498 Ack=4351 Win=131072 Len=0"
"1715","51.394984","10.40.3.139","172.217.29.142","TCP","66","[TCP Dup ACK 1714#1] 62746  >  443 [ACK] Seq=4498 Ack=4351 Win=131072 Len=0 SLE=4312 SRE=4351"
"1716","51.395017","10.40.3.139","189.125.184.239","TCP","54","62747  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1717","51.395134","10.40.3.139","189.125.184.239","HTTP","250","GET /msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?e7a5e121216420aa HTTP/1.1 "
"1718","51.395314","10.40.3.139","172.217.29.142","TLSv1.3","93","Application Data"
"1719","51.399359","189.125.184.239","10.40.3.139","TCP","4434","80  >  62747 [PSH, ACK] Seq=1 Ack=197 Win=524280 Len=4380 [TCP PDU reassembled in 1725]"
"1720","51.399359","189.125.184.239","10.40.3.139","TCP","465","[TCP Previous segment not captured] 80  >  62747 [FIN, PSH, ACK] Seq=35041 Ack=197 Win=524280 Len=411 [TCP PDU reassembled in 1725]"
"1721","51.399359","189.125.184.239","10.40.3.139","TCP","27794","[TCP Out-Of-Order] 80  >  62747 [PSH, ACK] Seq=4381 Ack=197 Win=524280 Len=27740 [TCP PDU reassembled in 1725]"
"1722","51.399434","10.40.3.139","189.125.184.239","TCP","66","62747  >  80 [ACK] Seq=197 Ack=4381 Win=131328 Len=0 SLE=35041 SRE=35452"
"1723","51.399492","10.40.3.139","189.125.184.239","TCP","66","62747  >  80 [ACK] Seq=197 Ack=32121 Win=131328 Len=0 SLE=35041 SRE=35452"
"1724","51.399630","10.40.3.139","189.125.184.239","TCP","54","62747  >  80 [RST, ACK] Seq=197 Ack=32121 Win=0 Len=0"
"1725","51.400342","189.125.184.239","10.40.3.139","TCP","2974","[TCP Out-Of-Order] 80  >  62747 [PSH, ACK] Seq=32121 Ack=197 Win=524280 Len=2920"
"1726","51.400367","10.40.3.139","189.125.184.239","TCP","54","62747  >  80 [RST] Seq=197 Win=0 Len=0"
"1727","51.412993","172.217.29.142","10.40.3.139","TCP","60","443  >  62746 [ACK] Seq=4351 Ack=4537 Win=265728 Len=0"
"1728","51.413826","10.40.3.139","10.40.0.2","DNS","70","Standard query 0xbc64 A c.pki.goog"
"1729","51.416829","10.40.0.2","10.40.3.139","DNS","369","Standard query response 0xbc64 A c.pki.goog CNAME pki-goog.l.google.com A 172.217.28.131 NS ns3.google.com NS ns4.google.com NS ns1.google.com NS ns2.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1730","51.417687","10.40.3.139","172.217.28.131","TCP","66","62748  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1731","51.434502","172.217.28.131","10.40.3.139","TCP","66","80  >  62748 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1732","51.434646","10.40.3.139","172.217.28.131","TCP","54","62748  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1733","51.434782","10.40.3.139","172.217.28.131","HTTP","254","GET /r/r4.crl HTTP/1.1 "
"1734","51.452022","172.217.28.131","10.40.3.139","TCP","60","80  >  62748 [ACK] Seq=1 Ack=201 Win=269568 Len=0"
"1735","51.452022","172.217.28.131","10.40.3.139","HTTP","277","HTTP/1.1 304 Not Modified "
"1736","51.464864","10.40.3.139","189.125.184.239","TCP","66","62749  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1737","51.472408","189.125.184.239","10.40.3.139","TCP","4434","[TCP Spurious Retransmission] 80  >  62745 [PSH, ACK] Seq=21901 Ack=288 Win=524280 Len=4380 [TCP PDU reassembled in 1674]"
"1738","51.472408","189.125.184.239","10.40.3.139","TCP","471","[TCP Spurious Retransmission] 80  >  62745 [FIN, PSH, ACK] Seq=35041 Ack=288 Win=524280 Len=417 [TCP PDU reassembled in 1674]"
"1739","51.472408","189.125.184.239","10.40.3.139","TCP","8814","[TCP Spurious Retransmission] 80  >  62745 [PSH, ACK] Seq=26281 Ack=288 Win=524280 Len=8760 [TCP PDU reassembled in 1674]"
"1740","51.472485","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1741","51.472557","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1742","51.472587","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1743","51.506726","36:fa:92:b4:94:21","Broadcast","RARP","60","Who is ff:ff:ff:ff:ff:ff? Tell 36:fa:92:b4:94:21"
"1744","51.507250","10.40.3.139","172.217.28.131","TCP","54","62748  >  80 [ACK] Seq=201 Ack=224 Win=131072 Len=0"
"1745","51.510409","10.40.17.239","224.0.0.251","MDNS","60","Standard query response 0x0000"
"1746","51.783815","10.40.3.139","142.251.129.3","TLSv1.2","155","Application Data"
"1747","51.786336","Fortinet_98:5b:56","Intel_90:37:ec","ARP","60","Who has 10.40.3.139? Tell 10.40.63.254"
"1748","51.786366","Intel_90:37:ec","Fortinet_98:5b:56","ARP","42","10.40.3.139 is at 80:38:fb:90:37:ec"
"1749","51.789362","189.125.184.239","10.40.3.139","TCP","66","80  >  62749 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8"
"1750","51.789362","189.125.184.239","10.40.3.139","TCP","2974","[TCP Spurious Retransmission] 80  >  62747 [PSH, ACK] Seq=32121 Ack=197 Win=524280 Len=2920 [TCP PDU reassembled in 1725]"
"1751","51.789362","189.125.184.239","10.40.3.139","TCP","465","[TCP Spurious Retransmission] 80  >  62747 [FIN, PSH, ACK] Seq=35041 Ack=197 Win=524280 Len=411 [TCP PDU reassembled in 1725]"
"1752","51.789522","10.40.3.139","189.125.184.239","TCP","54","62747  >  80 [RST] Seq=197 Win=0 Len=0"
"1753","51.789665","10.40.3.139","189.125.184.239","TCP","54","62747  >  80 [RST] Seq=197 Win=0 Len=0"
"1754","51.789730","10.40.3.139","189.125.184.239","HTTP","335","GET /msdownload/update/v3/static/trustedr/en/authrootstl.cab?061ffa7390d1f497 HTTP/1.1 "
"1755","51.797755","189.125.184.239","10.40.3.139","TCP","5894","80  >  62749 [PSH, ACK] Seq=1 Ack=282 Win=524280 Len=5840 [TCP PDU reassembled in 1757]"
"1756","51.797755","189.125.184.239","10.40.3.139","TCP","465","[TCP Previous segment not captured] 80  >  62749 [FIN, PSH, ACK] Seq=35041 Ack=282 Win=524280 Len=411 [TCP PDU reassembled in 1757]"
"1757","51.797755","189.125.184.239","10.40.3.139","TCP","29254","[TCP Out-Of-Order] 80  >  62749 [PSH, ACK] Seq=5841 Ack=282 Win=524280 Len=29200"
"1758","51.797846","10.40.3.139","189.125.184.239","TCP","66","62749  >  80 [ACK] Seq=282 Ack=5841 Win=131328 Len=0 SLE=35041 SRE=35452"
"1759","51.797916","10.40.3.139","189.125.184.239","TCP","54","62749  >  80 [ACK] Seq=282 Ack=35453 Win=131328 Len=0"
"1760","51.798045","10.40.3.139","189.125.184.239","TCP","54","62749  >  80 [RST, ACK] Seq=282 Ack=35453 Win=0 Len=0"
"1761","51.805369","142.251.129.3","10.40.3.139","TCP","60","443  >  62403 [ACK] Seq=210 Ack=241 Win=1046 Len=0"
"1762","51.807315","10.40.3.139","189.125.184.239","TCP","66","62750  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1763","51.855751","142.251.129.3","10.40.3.139","TLSv1.2","150","Application Data"
"1764","51.855751","142.251.129.3","10.40.3.139","TLSv1.2","128","Application Data"
"1765","51.855859","10.40.3.139","142.251.129.3","TCP","54","62403  >  443 [ACK] Seq=241 Ack=380 Win=508 Len=0"
"1766","51.856735","142.251.129.3","10.40.3.139","TLSv1.2","85","Application Data"
"1767","51.856735","142.251.129.3","10.40.3.139","TLSv1.2","93","Application Data"
"1768","51.856799","10.40.3.139","142.251.129.3","TCP","54","62403  >  443 [ACK] Seq=241 Ack=450 Win=508 Len=0"
"1769","51.857055","10.40.3.139","142.251.129.3","TLSv1.2","93","Application Data"
"1770","51.872422","189.125.184.239","10.40.3.139","TCP","5894","[TCP Spurious Retransmission] 80  >  62745 [PSH, ACK] Seq=21901 Ack=288 Win=260688 Len=5840 [TCP PDU reassembled in 1674]"
"1771","51.872422","189.125.184.239","10.40.3.139","TCP","471","[TCP Spurious Retransmission] 80  >  62745 [FIN, PSH, ACK] Seq=35041 Ack=288 Win=260688 Len=417 [TCP PDU reassembled in 1674]"
"1772","51.872422","189.125.184.239","10.40.3.139","TCP","7354","[TCP Spurious Retransmission] 80  >  62745 [PSH, ACK] Seq=27741 Ack=288 Win=260688 Len=7300 [TCP PDU reassembled in 1674]"
"1773","51.872528","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1774","51.872634","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1775","51.872692","10.40.3.139","189.125.184.239","TCP","54","62745  >  80 [RST] Seq=288 Win=0 Len=0"
"1776","51.877406","142.251.129.3","10.40.3.139","TCP","60","443  >  62403 [ACK] Seq=450 Ack=280 Win=1046 Len=0"
"1777","52.025745","10.40.3.139","10.40.0.2","DNS","81","Standard query 0x2fde A jnn-pa.googleapis.com"
"1778","52.030135","10.40.0.2","10.40.3.139","DNS","548","Standard query response 0x2fde A jnn-pa.googleapis.com A 172.217.28.74 A 172.217.29.42 A 142.251.135.202 A 172.217.30.106 A 172.217.28.138 A 142.251.128.234 A 142.251.132.234 A 142.251.134.234 A 142.251.132.202 A 172.217.29.74 A 172.217.28.202 A 172.217.29.106 A 142.251.128.170 A 172.217.30.42 A 142.250.219.202 A 172.217.28.170 NS ns4.google.com NS ns2.google.com NS ns1.google.com NS ns3.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a"
"1779","52.032047","10.40.3.139","10.40.0.2","DNS","81","Standard query 0x3906 A jnn-pa.googleapis.com"
"1780","52.034564","10.40.0.2","10.40.3.139","DNS","548","Standard query response 0x3906 A jnn-pa.googleapis.com A 142.251.132.202 A 142.251.132.234 A 142.251.128.170 A 142.251.135.202 A 142.251.134.234 A 172.217.29.42 A 172.217.28.74 A 172.217.29.74 A 142.250.219.202 A 172.217.30.106 A 172.217.28.138 A 172.217.29.106 A 172.217.30.42 A 172.217.28.170 A 172.217.28.202 A 142.251.128.234 NS ns1.google.com NS ns4.google.com NS ns2.google.com NS ns3.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a"
"1781","52.034564","189.125.184.239","10.40.3.139","TCP","66","80  >  62750 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8"
"1782","52.034756","10.40.3.139","189.125.184.239","TCP","54","62750  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1783","52.034968","10.40.3.139","189.125.184.239","HTTP","250","GET /msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?178c5ae6725202e6 HTTP/1.1 "
"1784","52.038836","10.40.3.139","10.40.0.2","DNS","81","Standard query 0x0161 AAAA jnn-pa.googleapis.com"
"1785","52.039152","189.125.184.239","10.40.3.139","TCP","7354","80  >  62750 [PSH, ACK] Seq=1 Ack=197 Win=524280 Len=7300 [TCP PDU reassembled in 1787]"
"1786","52.039152","189.125.184.239","10.40.3.139","TCP","465","[TCP Previous segment not captured] 80  >  62750 [FIN, PSH, ACK] Seq=35041 Ack=197 Win=524280 Len=411 [TCP PDU reassembled in 1787]"
"1787","52.039152","189.125.184.239","10.40.3.139","TCP","27794","[TCP Out-Of-Order] 80  >  62750 [PSH, ACK] Seq=7301 Ack=197 Win=524280 Len=27740"
"1788","52.039284","10.40.3.139","189.125.184.239","TCP","66","62750  >  80 [ACK] Seq=197 Ack=7301 Win=131328 Len=0 SLE=35041 SRE=35452"
"1789","52.039393","10.40.3.139","189.125.184.239","TCP","54","62750  >  80 [ACK] Seq=197 Ack=35453 Win=131328 Len=0"
"1790","52.039510","10.40.3.139","189.125.184.239","TCP","54","62750  >  80 [RST, ACK] Seq=197 Ack=35453 Win=0 Len=0"
"1791","52.041936","10.40.0.2","10.40.3.139","DNS","448","Standard query response 0x0161 AAAA jnn-pa.googleapis.com AAAA 2800:3f0:4001:835::200a AAAA 2800:3f0:4001:802::200a AAAA 2800:3f0:4001:81c::200a AAAA 2800:3f0:4001:81a::200a NS ns1.google.com NS ns2.google.com NS ns3.google.com NS ns4.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1792","52.053206","10.40.3.139","10.40.0.2","DNS","81","Standard query 0x72f7 HTTPS jnn-pa.googleapis.com"
